Shipment Number,Internal Order ID,SKU,Venue,Order ID,Purchase Date,Current Status,Status Update Date,Scheduled Delivery Date
N1547372,701-2133471-4340222-1,HEALTB084K4F4ZV,gm-amc,701-2133471-4340222,2024-06-12 16:17:38,Delivered,2024-06-15 13:36:00,
N1581844,T5D6GRV-1,OBEAUB00117YMUU,onbuy.com,T5D6GRV,2024-07-11 08:07:19,Delivered,2024-07-15 14:01:00,
N1585387,T5D8R9Z-1,OBEAUB00117YMUU,onbuy.com,T5D8R9Z,2024-07-15 11:07:02,Delivered,2024-07-20 12:20:00,
N1595085,T5DKY2B-1,OBEAUB00117YMUU,onbuy.com,T5DKY2B,2024-07-28 11:07:55,Delivered,2024-08-01 10:26:00,2024-08-01 10:26:00
Z306825,T5FCZPM-1-R1,OBEAUB006SW94SI,onbuy.com,T5FCZPM,2024-08-28 12:08:19,Delivered,2024-09-09 12:52:00,2024-09-09 12:52:00
N1618249,Y40221468-1,WBEAUB006SW94SI,walmart-Canada,Y40221468,2024-09-19 01:09:57,Delivered,2024-09-23 13:01:00,2024-09-23 13:01:00
N1624167,T5RHTWQ-1,OBEAUB006SW94SI,onbuy.com,T5RHTWQ,2024-09-29 07:09:53,Delivered,2024-10-03 11:09:00,2024-10-03 11:09:00
N1544931,702-6838062-3089022-1,LIGHTB000J2KPQS,gm-amc,702-6838062-3089022,2024-06-10 12:36:51,Delivered,2024-06-14 11:06:00,
N1554528,702-4073374-2712212-1,LIGHTB0030AYLH0,gm-amc,702-4073374-2712212,2024-06-18 17:51:56,Delivered,2024-06-22 12:54:00,
N1554967,702-7319307-1273818-1,LIGHTB000J2KPQS,gm-amc,702-7319307-1273818,2024-06-18 23:48:10,Delivered,2024-06-24 13:46:00,
Z292546,702-3569856-5048247-1-R2,LIGHTB0080IBRPQ,gm-amc,702-3569856-5048247,2024-06-17 16:21:00,Delivered,2024-06-28 13:39:00,
N1579552,702-5558626-0494661-1,LIGHTB001D9F43A,gm-amc,702-5558626-0494661,2024-07-09 20:39:05,Delivered,2024-07-12 14:06:00,
N1587822,702-6073651-2400268-1,CAUTOB000CQZTUI,gm-amc,702-6073651-2400268,2024-07-16 20:10:23,Delivered,2024-07-22 13:56:00,
N1610773,702-6002783-1653048-1,LIGHTB000J2NZ74,gm-amc,702-6002783-1653048,2024-09-03 23:56:46,Delivered,2024-09-09 12:52:00,2024-09-09 12:52:00
N1610843,Y40049295-1,AUTOMB009D2RKYA,walmart-Canada,Y40049295,2024-09-04 05:09:50,Delivered,2024-09-10 13:11:00,2024-09-10 13:11:00
N1621391,701-8815348-3662669-1,LIGHTB000J2NZ74,gm-amc,701-8815348-3662669,2024-09-24 21:20:52,Delivered,2024-09-30 10:40:00,2024-09-30 10:40:00
